title,description,thumbnail,author,publisher,publishing_year,num_pages,language,categories,link
The Great Gatsby (Pretty Books - Painted Editions),"The Great Gatsby (Pretty Books - Painted Editions)


One of literature's most decadent stories is now available in an exclusive collector's edition, featuring beautiful cover art from artist Laci Fowler and decorative interior pages, making it ideal for fiction lovers and book collectors alike.


Beloved by fans across the globe, Fitzgerald's third novel The Great Gatsby exposes the dark side of the American Dream. This time-honored classic is now available as an exclusive collector's edition.


Whether you're buying it as a gift or for yourself, this remarkable edition features:


- A beautiful, high-end hardcover featuring Laci Fowler’s distinctive hand-painted art

- Decorative interior pages featuring pull quotes throughout

- Matching ribbon marker and gold page edges 

- Part of a 4-volume collection including The Wonderful Wizard of Oz, Frankenstein, and The Return of Sherlock Holmes


The Great Gatsby has been casting its hypnotic spell on readers since 1925, unveiling every decadence and overindulgence the ""Roaring Twenties"" label implies. Nick Carraway, Daisy and Tom Buchanan, Jordan Baker, and of course, Jay Gatsby himself weave a sordid tale of love and betrayal.


Exploring the themes of social division, wealth and materialism, and excess, this unique collector’s edition presents Fitzgerald’s classic tale in a giftable new way.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781401603915_1.jpg,F. Scott Fitzgerald,HarperCollins Publishers,2022,176,Tiếng Anh,Classics,https://www.fahasa.com/the-great-gatsby-pretty-books-painted-editions.html
"Combo Oxford Learner's Pocket: Dictionary, Grammar, Verbs And Tenses (Bộ 3 Cuốn)","Combo Oxford Learner's Pocket: Dictionary, Grammar, Verbs And Tenses (Bộ 3 Cuốn)


1. Oxford Learner's Pocket Grammar


Each of the 180 grammar topics is organized into 2-page sections Explains how the grammar for each topic is used and how to avoid mistakes Includes a tip to help students sound more natural Covers the topics students need to know for the Cambridge ESOL exams (FCE, CAE and CPE).


2. Oxford Learner’s Pocket Dictionary 4Ed


Up-to-date vocabulary with new words from British and American English Oxford 3000(t) keywords (the most important words to learn in English) are marked with a key symbol Corpus-based examples show how words are used Lots of help with irregular forms and spelling Explains thousands of idioms and phrasal verbs.


3. Oxford Learner's Pocket Verbs And Tenses


A concise explanation of a key element of the English language: verbs and tenses Helps you avoid mistakes with tips and examples of common errors Gives examples from spoken and written English Written by grammar expert Jon Hird, who teaches English at the University of Oxford.
1. Oxford Learner's Pocket Grammar
2. Oxford Learner’s Pocket Dictionary 4Ed
3. Oxford Learner's Pocket Verbs And Tenses",https://cdn1.fahasa.com/media/catalog/product/c/o/combo-20102022002.jpg,Oxford,Oxford University Press,2013,,Tiếng Anh,Dictionaries,https://www.fahasa.com/combo-oxford-learner-s-pocket-dictionary-grammar-verbs-and-tenses-bo-3-cuon.html
"The Boy, The Mole, The Fox And The Horse","The Boy, The Mole, The Fox And The Horse


#1 NEW YORK TIMES BESTSELLER · WALL STREET JOURNAL BESTSELLER  · USA TODAY BESTSELLER


“The Boy, the Mole, the Fox and the Horse is not only a thought-provoking, discussion-worthy story, the book itself is an object of art.”- Elizabeth Egan, The New York Times


From British illustrator, artist, and author Charlie Mackesy comes a journey for all ages that explores life’s universal lessons, featuring 100 color and black-and-white drawings.


“What do you want to be when you grow up?” asked the mole.


“Kind,” said the boy.


Charlie Mackesy offers inspiration and hope in uncertain times in this beautiful book, following the tale of a curious boy, a greedy mole, a wary fox and a wise horse who find themselves together in sometimes difficult terrain, sharing their greatest fears and biggest discoveries about vulnerability, kindness, hope, friendship and love. The shared adventures and important conversations between the four friends are full of life lessons that have connected with readers of all ages.",https://cdn1.fahasa.com/media/catalog/product/9/7/9780062976581.jpg,Charlie Mackesy,HarperCollins Publishers,2019,128,Tiếng Anh,"Assertiveness, Motivation & Self-esteem",https://www.fahasa.com/the-boy-the-mole-the-fox-and-the-horse.html
With A Mind To Kill,"With A Mind To Kill


Internationally bestselling author Anthony Horowitz’s third James Bond novel, after Forever and a Day.


It is M's funeral. One man is missing from the graveside: the traitor who pulled the trigger and who is now in custody, accused of M's murder—James Bond.


Behind the Iron Curtain, a group of former Smersh agents want to use the British spy in an operation that will change the balance of world power. Bond is smuggled into the lion's den—but whose orders is he following, and will he obey them when the moment of truth arrives?


In a mission where treachery is all around and one false move means death, Bond must grapple with the darkest questions about himself. But not even he knows what has happened to the man he used to be.",https://cdn1.fahasa.com/media/catalog/product/9/7/9780063273122_1.jpg,Anthony Horowitz,HarperCollins Publishers,2022,270,Tiếng Anh,Thrillers,https://www.fahasa.com/with-a-mind-to-kill.html
Cardcaptor Sakura: Clear Card 8,"Cardcaptor Sakura: Clear Card 8


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


Strange Magic Afoot


Lately, Sakura has been finding herself surrounded by mysterious magic that's much bigger than the Clow Cards. A spark-filled force field keeps her from getting close to Syaoran, and she even starts to sense her late mother's presence. Then, an unknown magic causes Sakura to shrink in size, and seems to transport her into a children's storybook. Now how will she ever find her way back home?!",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632369062.jpg,CLAMP,Penguin Books,2020,160,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-card-8.html
Cardcaptor Sakura: Clear Card 6,"Cardcaptor Sakura: Clear Card 6


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


A Greater Power


As Yue confronts Syaoran about the secrets he's been keeping from Sakura, Sakura grows closer to Akiho. In order to help draw her solitary, book-loving friend out of her shell, Sakura invites Akiho over to show her her father's library. But when a powerful, unknown magical force suddenly descends upon the two girls, Sakura discovers that there may be more to her friend than meets the eye...",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632367198.jpg,CLAMP,Penguin Books,2019,200,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-card-6.html
Cardcaptor Sakura: Clear Card 5,"Cardcaptor Sakura: Clear Card 5


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


Legacies and Futures


Sakura finally has a date with her darling Syaoran! She's working hard to make the perfect picnic lunch for him, but on the big day, a strange message arrives, calling Sakura away to her great-grandfather's home. Then, Sakura's late mother appears to her again--perhaps bringing with her the answers to the questions about the hooded figure from Sakura's dreams, and the beginning of the solution to the mystery of the transparent cards themselves...",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632366597.jpg,CLAMP,Penguin Books,2018,192,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-card-5.html
Cardcaptor Sakura: Clear Card 2,"Cardcaptor Sakura: Clear Card 2


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


MYSTERIES WITHIN MYSTERIES


Strange things are afoot in Sakura's neighborhood again, beginning with the appearance of puzzling transparent cards in her dreams. Those same dreams have brought her a key that can capture the cards, but as Sakura begins to round up the troublemaking cards that are complicating her shiny new middle-school life, the mysteries only multiply--beginning with the mystery of the new transfer student in her class...",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632365385.jpg,CLAMP,Penguin Books,2018,160,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-card-2.html
Cardcaptor Sakura: Clear Card 4,"Cardcaptor Sakura: Clear Card 4


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


Into the Labyrinth


Sakura takes to the sky in pursuit of the ""fuzzy thing"" that made her friend Akiho fall asleep, and in the process gains another of the mysterious transparent cards. Then, a visit to the bakery where Yukito works goes awry when a giant labyrinth appears and swallows them both up! Syaoran makes his combat debut alongside Sakura in a fiery battle to capture the most dangerous card yet--and of course, they're both wearing outfits from Tomoyo!",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632366191.jpg,CLAMP,Penguin Books,2018,160,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-card-4.html
Cardcaptor Sakura: Clear Card 1,"Cardcaptor Sakura: Clear Card 1


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


Clear Card picks up right where Cardcaptor Sakura left off, with Sakura and Syaoran starting junior high school. With the Final Judgment passed, Sakura thinks school life will be quiet, but then all her cards suddenly turn blank! The mysterious new power she discovers will change how she thinks about her powers...",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632365378.jpg,CLAMP,Penguin Books,2017,160,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-1.html
Magus Of The Library 3,"Magus Of The Library 3


A story about a poor boy swept away by a kind library mage and the (literal) magic of reading, Magus of the Library is a beautifully-drawn, spirited fantasy adventure, like a Fullmetal Alchemist for all ages!


Ages 13 and up.


Group Admission


Theo has completed the first part of the grueling exam to become a kafna, but he's not in the clear yet--there are two more trials he must face. Even if he makes it through the second test, an intense face-to-face oral examination, the last challenge is a practical demonstration of his abilities as a librarian. Theo has been studying his whole life for this moment, but there's one kind of test that no amount of studying could have prepared him for: a group project.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632368461.jpg,Mitsu Izumi,Penguin Books,2020,304,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/magus-of-the-library-3.html
Cardcaptor Sakura: Clear Card 3,"Cardcaptor Sakura: Clear Card 3


Seventeen years after the original Cardcaptor Sakura manga ended, CLAMP returns with more magical clow card adventures!


More Cards, More Problems


Now that she's in middle school, Sakura's having a lot of fun with her new friends, and these days she's busier than ever. But one day when she's about to have dinner, she's transported away by a mysterious darkness. She glimpses a huge clock with a mysterious figure standing among the gears--but what is that figure trying to tell her?",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632365392.jpg,CLAMP,Penguin Books,2018,192,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/cardcaptor-sakura-clear-card-3.html
Magus Of The Library 1,"Magus Of The Library 1


A story about a poor boy swept away by a kind library mage and the (literal) magic of reading, Magus of the Library is a beautifully-drawn, spirited fantasy adventure, like a Fullmetal Alchemist for all ages!


Ages 13 and up.


The Magic of the Written Word


In the small village of Amun lives a poor boy named Theo. Theo adores books, but because of his pointed ears and impoverished life, he isn't allowed to use the village library. As he endures the prejudice and hatred of the village, he dreams of going where such things don't exist: Aftzaak, City of Books. But one day, Theo chances to meet a Kafna--a librarian who works for the great library of Aftzaak--and his life changes forever...",https://cdn1.fahasa.com/media/catalog/product/9/7/9781632368232.jpg,Mitsu Izumi,Penguin Books,2019,240,Tiếng Anh,Graphic Novels: Manga,https://www.fahasa.com/magus-of-the-library-1.html
"Superman Adventures: Lex Luthor, Man Of Metropolis","Superman Adventures: Lex Luthor, Man Of Metropolis


Ever since Superman’s arrival in Metropolis, Lex Luthor has been living in the Man of Steel’s shadow!


No matter what brilliant scientific discovery or phenomenal business deal he produces, Superman’s unflinching morals and feats of superhuman strength always win over Lex’s beloved city. But no more! Lex Luthor is out to prove on his own that he is the true Superman of Metropolis!",https://cdn1.fahasa.com/media/catalog/product/9/7/9781779508126.jpg,"Various, Aluir Amancio",Penguin Books,2021,136,Tiếng Anh,Graphic Novels: Superheroes,https://www.fahasa.com/superman-adventures-lex-luthor-man-of-metropolis.html
Wonder Woman: Warbringer (The Graphic Novel),"Wonder Woman: Warbringer (The Graphic Novel)


She will become one of the world's greatest heroes: WONDER WOMAN. But first she is Diana, Princess of the Amazons. And her fight is just beginning. Based on the New York Times bestselling novel by Leigh Bardugo, this graphic novel adaptation brings to life Diana's first adventure beyond the hidden shores of Themyscira.


Diana longs to prove herself to her legendary warrior sisters. But when the opportunity finally comes, she throws away her chance at glory and breaks Amazon law--risking exile--to save a mere mortal. Even worse, Alia Keralis is no ordinary girl and with this single brave act, Diana may have doomed the world.


Alia just wanted to escape her overprotective brother with a semester at sea. She doesn't know she is being hunted. When a bomb detonates aboard her ship, Alia is rescued by a mysterious girl of extraordinary strength and forced to confront a horrible truth: Alia is a Warbringer--a direct descendant of the infamous Helen of Troy, fated to bring about an age of bloodshed and misery.


Together, Diana and Alia will face an army of enemies--mortal and divine--determined to either destroy or possess the Warbringer. If they have any hope of saving both their worlds, they will have to stand side by side against the tide of war.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781401282554.jpg,"Louise Simonson, Leigh Bardugo, Kit Seaton",Penguin Books,2020,190,Tiếng Anh,Graphic Novels: Superheroes,https://www.fahasa.com/wonder-woman-warbringer-the-graphic-novel.html
Wonder Woman: Tempest Tossed,"Wonder Woman: Tempest Tossed


New York Times bestselling author Laurie Halse Anderson (Speak, Shout) and artist Leila del Duca reimagine Wonder Woman's origins in this timely story about the refugee experience, teenage activism, and finding the love and strength to create change.


Princess Diana of Themyscira believes that her 16th birthday will be one of new beginnings--namely, acceptance into the warrior tribe of the Amazons. But her birthday celebrations are cut short when rafts carrying refugees break through the barrier that separates her island home from the outside world. When Diana defies the Amazons to try to bring the outsiders to safety, she finds herself swept away by the stormy sea.


Cut off from everything she's ever known, Diana herself becomes a refugee in an unfamiliar land. Now Diana must survive in the world beyond Themyscira for the first time--a world that is filled with danger and injustice unlike anything she's ever experienced. With new battles to be fought and new friends to be made, she must redefine what it means to belong, to be an Amazon, and to make a difference.


Wonder Woman: Tempest Tossed is a story about growing into your strength, fighting for justice, and finding home.",https://cdn1.fahasa.com/media/catalog/product/9/7/9781401286453.jpg,"Laurie Halse Anderson, Leila Del Duca",Penguin Books,2020,208,Tiếng Anh,Graphic Novels: Superheroes,https://www.fahasa.com/wonder-woman-tempest-tossed.html
